xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
6.66,0.14,-7.28,-5.68,8.54,10.62
9.41,-1.94,-1.22,0.12,1.34,-0.55
7.71,-1.48,-6.29,18.86,8.79,-5.68
8.74,-1.7,-3.06,-9.4,-4.64,0.18
6.59,1.21,-5.09,-13.98,-0.85,-0.31
5.74,-6.72,5.78,-1.77,8.24,-6.23
9.4,-2.6,-1.79,7.51,-2.32,-3.78
5.81,1.02,-7.67,0.92,-3.54,3.72
12.45,-3.11,-5.1,18.01,-8.85,4.21
7.46,0.88,-5.51,-30.94,32.23,-2.26
20.33,-4.06,1.93,92.77,39.18,-111.76
5.68,-4.84,6.64,-0.31,0.61,-2.08
6.06,-0.19,-5.69,-3.17,24.35,16.54
8.67,-2.57,-4.14,2.14,16.11,-0.24
8.3,3.22,-6.19,-3.3,-15.14,2.01
5.89,-1.53,7.71,43.21,-10.19,-6.84
8.9,-0.9,-3.81,13.31,-2.87,-23.93
6.35,-0.26,7.41,2.26,-0.31,-0.79
5.45,-0.74,8,-5.62,6.65,6.47
8.72,-1.97,-4.44,25.09,-8.06,-11.78
5.33,0.1,-6.31,1.16,13.31,-8.97
6.51,1.01,-5.89,-3.05,0.49,0.73
7.5,-0.24,-5.81,0.98,-23.93,-34.61
6.47,-3.52,-5.85,3.97,12.39,28.32
9.17,-0.32,-0.61,14.28,29.66,-13.18
7.95,-1.96,6.8,-31.01,0.79,35.89
8.65,-2.27,-4.29,4.52,6.9,4.64
2.19,-2.67,-5.05,11.78,11.72,-39.18
5.44,-4.26,7.75,21.36,-7.87,-8.06
7.15,-1.13,-7.23,-20.2,29.91,15.01
19.28,1.93,-7.02,-6.16,-2.69,32.53
7.44,-8.85,13.18,10.25,-10.62,-20.39
7.1,0.66,-5.34,-4.46,-6.9,1.53
11.08,-5.45,4.78,-93.87,18.55,-57.68
6.38,2.5,-4.75,8.97,6.53,-19.1
7.58,2.36,-3.44,24.78,31.56,-23.62
7.91,-1.08,5.75,-0.61,0.31,-1.04
4.89,-0.81,-4.72,5.31,1.4,-0.98
4.55,0.08,8.7,-0.49,4.76,3.66
7.48,-0.11,6.67,-23.5,7.63,2.56
3.92,-0.98,-6.7,3.23,8.42,-13.37
7.47,0.38,-5.33,21.67,8.79,-4.21
8.65,-2.48,-2.48,-38.57,1.04,4.76
6.95,-2.98,-6.04,-74.71,27.53,51.94
6.09,3.17,7.83,53.59,-4.09,31.13
5.71,-1.94,8.36,5.8,3.97,7.87
9.17,-2.41,-6.96,-32.29,-4.33,23.74
5.88,-0.6,-8.95,-0.31,32.1,30.46
11.57,-8.68,-10.63,25.51,-17.94,-54.75
4.23,-6.13,5.41,-0.79,-5.74,-7.57
6.34,0.09,-3.84,-7.08,-8.79,2.99
8.76,4.12,-0.32,28.26,-43.09,52.73
6.64,0.81,-3.7,-12.94,-26.49,-19.41
5.94,-3.24,0.34,-27.1,0.49,-23.5
6.3,0.16,-7.52,-8.3,3.6,9.09
6.07,-1.16,7.79,-0.18,0.31,-1.22
6.87,-4.16,-5.37,-4.64,3.54,57.62
4.68,-4.5,-9.33,-8.97,26.31,-12.7
7.75,-0.09,-5.86,-16.3,3.78,0.43
7.38,-4.47,-5.66,20.81,-7.51,-0.98
4.99,-0.42,-4.2,6.77,-6.23,-7.57
5.87,-1.56,-3.28,28.69,3.11,-16.91
6.91,-1.81,-6.12,-22.09,5.62,17.33
7.42,-0.33,-7.32,4.52,13.55,30.58
7.07,0.17,-5.9,-77.27,3.42,56.27
7.71,0.62,-5.06,-5.19,0.79,1.04
7.53,0.48,-5.4,17.15,3.42,-1.4
6.35,-3.11,-4.27,18.43,65.92,16.48
10.97,0.11,-7.26,-31.07,40.04,27.95
9.39,-2.82,-2.04,0.24,0.12,-2.14
2.89,-7.51,6.58,-3.3,-1.04,-0.85
5.75,1.06,1.23,4.7,25.09,5.92
5.23,-4.02,7.32,-0.37,-0.24,0.67
4.99,-4.41,7.46,-14.47,8.42,1.46
8.39,1.13,-2.76,10.19,8.24,-37.96
2.82,-8.17,4.88,-4.39,-2.5,-20.26
6.45,-0.18,-5.94,-13.43,0.85,25.76
5.66,-3.1,7.67,-0.49,0.37,-1.16
5.45,-3.61,7.53,-0.24,0.67,-1.77
5.92,0.28,7.75,-1.4,-1.59,-1.34
8.84,1.9,-7.94,-16.11,-8.24,-6.84
5.71,-2.55,-5.88,-2.32,7.75,20.51
4.98,-2.14,-6.8,-12.88,60.73,-10.01
6.93,-1.46,-5.6,-19.41,-6.23,46.51
6.51,-1.5,7.28,-1.04,-0.92,-0.06
6.38,0.61,-7.49,2.26,4.94,-9.16
7.56,8.53,9.81,58.84,54.02,-86.3
7.35,-1.61,-6.14,0.31,6.65,-18.92
7.3,3.61,2.26,-19.65,-23.99,8.06
7.48,-3.39,-4.21,-77.88,28.26,38.45
8.44,-1.54,-4.15,-10.07,1.1,-9.95
9.04,-2.2,-2.78,0.37,1.22,-1.28
7.62,-2.55,-4.52,2.26,-29.54,-2.44
7.97,-1.62,-4.79,-38.94,14.4,4.7
6.89,-3.44,6.3,3.66,-2.08,-4.33
10.78,2.01,-6.06,-3.23,0.55,29.91
7.7,-1.03,-4.88,9.34,10.38,-6.41
10.28,0.91,-8.06,-50.6,3.05,20.75
10.98,-6.67,-5.91,-24.29,10.8,54.57
6.13,0.22,7.94,0.92,2.5,-1.89
9.25,6.52,-2.78,30.82,41.63,-21.97
8.41,-1.03,9.95,43.21,9.22,-25.45
14.79,0.36,-4.51,-17.64,45.59,-4.64
9.07,-2.49,-1.91,-1.59,0.79,-0.43
7.53,1.45,-5.39,-26,-7.39,18.31
9.33,-2.63,-1.08,-0.49,0.61,-0.98
7.5,-0.37,-7.31,-11.47,-13.12,30.58
16.67,-1.93,-7.19,3.78,-14.04,-15.69
5.93,-1.09,7.86,-0.24,0.73,-1.28
5.22,5.52,-2.18,-51.39,-138.79,-103.21
5.11,-1.04,-5.44,-4.21,4.15,-9.52
3.16,-4.99,8.75,-4.46,2.32,-13.92
8.7,-1.74,4.76,-11.11,18.86,36.93
6.7,-1.89,-5.94,-19.1,-4.82,15.75
10.38,1.1,-6.14,1.77,-18.43,-27.28
10.82,2.99,-7.71,10.86,-1.28,28.63
12.45,-3.91,-9.66,-61.83,-52.8,31.31
4.84,1.92,-5.07,-27.1,-3.23,-3.85
4.6,-1.4,-5.15,-46.45,50.6,60.79
7.74,-2.49,-4.16,-14.65,-3.97,23.44
4.99,0.24,-5.99,-7.14,-3.91,15.01
10.01,-6.2,-4.28,-69.4,8.3,14.28
7.33,0.41,-6.05,5.25,-8.12,13.85
6.4,-3.58,-5.12,-7.08,-8.42,12.76
5.17,2.23,-5.56,-4.15,23.62,-4.03
11.84,-0.3,-5.99,-11.35,22.71,51.57
8.78,-3.05,-3.19,0.18,2.44,-0.73
7.71,-3.21,-6.49,-26.43,-12.08,15.26
7.48,-2,6.16,-0.12,0.06,-1.1
7.75,-4.88,-5.44,-88.68,6.23,65.06
2.63,-8.41,4.13,1.65,-3.97,0
5.76,1.34,-5.52,5.86,0.12,-0.92
8.32,-3.9,-7.15,25.94,2.14,-34
12.62,2.66,-9.04,-16.6,5.25,42.54
7.39,-3.68,-5.2,44.98,0.85,-17.15
5.39,-4.19,7.43,-0.31,-0.06,1.95
3.53,-3.24,-7.03,-78.43,45.41,79.1
5.13,-4.21,-4.25,-9.16,-6.29,14.16
4.74,0.01,-5.22,-10.99,-6.96,9.64
5.92,-1.01,-6.82,-20.63,14.28,17.33
6.66,1.29,-6.42,40.47,5.55,-35.77
13.22,-1.12,-5.17,47.85,-33.2,17.88
4.32,-5.59,7.12,-0.37,0.49,-1.22
6.88,0.79,-5.15,28.44,-1.34,-5.49
5.7,-1.74,-7.16,-40.77,45.23,16.24
6.18,1.04,-5.53,4.09,-0.18,0.43
6.45,-0.1,-5.89,11.78,-9.16,-13.92
8.93,-2.29,-2.78,-1.34,-2.75,0
6.91,1.38,7.03,4.52,-7.45,-5.62
7.5,-2.88,-5.42,-0.12,0.92,-0.73
6.13,-1.36,-6.89,-21.18,27.53,54.02
4.75,-2.65,-2.96,-24.54,15.99,-16.11
-1.44,9.25,-3.28,-36.99,-18.62,-18.49
9.51,-0.77,-12.23,-15.87,21.12,5.98
8.94,-1.44,-5.71,11.17,7.87,-16.48
7.7,-2.74,-6.64,-8.24,2.32,-6.84
7.35,1.05,6.42,-1.34,-2.38,-4.82
-0.79,-2.83,0.72,-85.57,-23.56,84.17
8.1,-6.85,-6.99,25.09,13.06,-49.07
4.05,-5.67,9.85,-10.31,2.38,-3.48
10.39,-2.83,-5.59,-66.96,24.17,81.6
7.44,2.87,-3.09,71.84,-26.79,-44.49
4.84,1.96,-3.99,-11.66,-4.82,-7.02
10.27,-2.59,-8.39,-63.17,20.75,52
7.99,-1.69,-4.21,-63.11,12.02,22.22
5.91,-1.99,-2.62,-21.42,-19.04,-13.55
5.84,-2.43,7.39,-28.69,7.39,-2.81
6.46,0.85,-6.37,40.77,13.49,-44.62
8.31,-2.34,-5.31,20.14,-6.77,-34.18
7.11,-0.4,-7.36,4.52,7.51,-35.52
6.62,-1.22,7.61,-0.85,-2.32,3.23
13.12,-0.83,-7.7,-2.56,5.55,-42.79
7.23,-2.54,-9.11,-20.81,32.1,-27.77
5.37,-5.83,8.33,-5,-6.59,-7.32
7.24,2.22,-1.35,-24.78,43.64,-10.25
3.92,-7.49,4.07,3.54,-0.24,-1.95
6,-2.11,-6.63,41.08,-0.79,-32.65
5.43,-1.16,-5.87,2.5,-8.97,2.87
9.02,-3.38,-1.6,-1.4,-0.49,-0.61
9.14,3.94,-7.16,17.03,-6.23,-8.61
3.14,-0.54,-4.23,-11.6,-9.34,8.67
8.7,1.47,-5.98,-8.42,-13.73,-10.56
-0.18,-2.42,7.13,-27.65,-6.1,-3.48
5.68,-3.05,7.61,0.24,-0.24,-3.3
4.17,-5.83,10.25,-69.76,-25.33,80.69
8.15,-4.58,-2.83,-12.94,-1.95,9.22
8,-0.51,-7.32,8.79,-17.27,-38.94
12.83,0.26,-8.15,-4.33,0.24,51.82
4.78,-0.1,8.24,3.23,14.89,-1.1
9.56,0.71,-7.66,1.4,20.75,13.49
7.22,-0.66,-6.12,26.73,7.69,7.08
8.34,2.32,-3.13,-28.63,-35.03,24.41
9.07,-2.98,-4.43,21.67,3.78,-4.46
5.1,0.97,-9.01,8.42,-28.08,22.89
4.73,0.22,-5.36,8.91,-5.8,-4.09
5.88,2.33,-5.68,1.46,2.44,-17.52
6.2,-2.9,-7.46,53.22,-22.89,-34.91
9.08,-1.06,-5.02,94.79,-14.71,-37.35
11.64,0.17,-8.53,4.76,5.25,-13.67
6.33,1.09,-3.77,-13.61,3.23,-0.18
8.52,-0.94,-5.24,-37.41,1.22,15.99
4.71,-4.32,8.44,-11.35,-5.31,-0.98
7.38,-0.93,-4.72,45.1,-30.7,-11.35
7.64,-3.27,-6.69,-46.51,-1.77,47.36
9.71,-2.22,-3.21,0.98,-29.48,-66.16
8.9,-3.39,-1.49,-0.31,-0.18,-0.18
8.69,-3.17,-4.22,-25.94,13,13.73
7.5,-2.9,-5.32,0.06,-0.06,-1.46
7.32,-1.53,-7.94,44.01,31.8,-46.88
5.23,1.49,-5.49,10.38,-14.83,-15.32
6.01,-4.13,7.38,-17.33,10.19,2.75
2.32,-0.76,-9.3,5.43,-4.39,-12.33
7.85,-1.7,-4.02,-27.65,18.68,37.84
7.06,-0.5,-3.01,-13.85,3.11,-0.79
7.77,-2.58,-8.26,-3.11,5.07,-4.15
6.67,-0.36,-2.65,25.63,-2.2,-3.6
7.28,-2.19,-5.58,-11.84,6.53,8.54
11.99,0.77,-7.11,0.92,3.05,7.51
6.13,-0.34,-5.7,-7.39,-8.91,4.33
5.52,-1.47,8.17,-0.37,0.43,-1.04
6.65,1.03,-6.17,19.84,-0.55,-28.44
7.02,-0.42,-5.74,111.88,-21,-73.73
3.79,-6.12,7.02,0.67,-1.1,0.37
5.24,-2.16,-6.73,-6.29,8.85,4.15
8.64,-5.23,-3.07,-25.63,-10.5,28.2
7.41,-3.21,-4.81,-47,14.71,35.28
8.48,-3.19,-3.21,21.48,5.86,3.36
6.04,-0.49,-6.45,-7.63,6.41,17.76
7.45,0.88,-6.19,-6.23,-10.25,-13.43
8.51,-2.71,-2.84,-2.01,1.71,-0.12
6.36,2.2,-5.82,-14.53,9.46,-4.52
5,1.01,-5.27,14.65,0.06,-5.19
20.33,-3.6,-8.71,-2.44,-14.47,2.44
5.14,0.46,-3.83,90.76,0.49,-81.91
6.01,-1.06,-4.04,-17.27,-1.04,27.34
10.76,-1.1,-8.49,86.85,-7.93,-55.18
6.36,-1.41,-5.79,-2.2,-6.53,6.9
11.49,-0.48,-5.63,29.79,-30.21,5.25
4.42,-1.27,-6.83,-18.86,21,-4.64
3.72,-6.85,6.22,0.31,1.53,-0.37
9.14,-2.84,-2,-2.38,-1.04,-0.12
5.11,1.9,-2.35,-3.36,-5.19,13.06
7.96,-2.23,-6.19,25.51,7.32,-10.44
3.86,-6.91,6.3,-2.44,9.64,-1.53
6.31,-1.22,7.61,-8.79,1.83,4.27
7.63,1.17,-5.63,6.47,3.42,1.77
9.37,-2.98,-2.69,-99.55,47.67,71.35
11.21,-2.52,-10.76,4.58,1.83,-9.83
11.27,0.41,-7.76,-4.64,-13.55,18.19
4.54,-0.52,-5.41,1.77,2.56,-11.54
6.53,0.7,-8.79,46.02,0.61,-31.62
8.91,-2.9,-2.42,-1.65,-0.55,1.89
8.45,1.87,-4.23,36.01,24.41,-17.21
9.18,-1.01,-5.77,-4.33,0.37,19.84
5.96,-2.28,-6.8,3.66,-14.65,4.64
9.03,-1.41,-3.28,7.57,-5.43,-5.37
7.8,-1.51,-5.95,-2.38,-3.23,18.19
4.55,-6.89,5.51,34.61,-4.82,-33.63
7.76,-3.94,-9.21,4.94,9.58,4.82
4.14,-0.57,-6.1,-0.24,-8.36,3.91
7.9,-0.12,-6.51,-2.81,-0.67,8.06
3.23,-5.44,7.56,-0.73,0.06,-3.23
6.28,-2.15,-7.79,-4.52,-60.79,2.69
7.56,-0.57,6.3,-2.08,-15.5,1.95
5.64,0.06,-6.84,-13.37,-1.28,23.38
7.49,2.83,-1.67,-57.92,18.25,24.11
10.97,-1.88,-3.78,-58.59,-3.54,25.15
6.1,-2.18,-2.92,-28.26,12.88,10.62
7.98,-2.59,-5.97,54.75,2.08,-31.49
7.91,-2.05,-5.25,98.57,-10.19,-47.61
2.27,-6.19,6.98,14.34,-15.44,-30.82
-0.15,-8.21,8.68,-17.33,5.13,12.33
7.46,-3.01,-4.33,-31.98,-7.32,23.56
8.63,-3.45,-5.26,34.55,10.62,-18.19
3.65,1.64,-1.87,-37.11,18.25,21.55
5.37,0.58,7.9,-1.83,-4.88,-2.08
4.77,-0.47,-6.28,-32.53,10.8,60.79
5.66,-5.23,6.25,-0.73,-0.73,-2.08
6.26,0.03,7.44,-7.08,-1.4,4.27
6.93,2.73,-6.22,6.96,-6.77,-3.42
8.13,0.87,-3.03,-37.78,4.15,34.24
5.63,-5.27,6.35,-0.98,0.43,-0.73
8.43,-1.03,-5.36,48.71,-6.04,-43.21
10.73,-0.45,-6.71,24.35,-7.08,-58.17
9.33,-2.05,-1.6,0.31,0.55,-4.52
8.27,0.59,-9.03,15.63,24.23,-19.17
5.89,-9.81,6.72,37.35,-19.23,-77.03
7.72,0.76,-3.8,-15.08,2.5,21.67
8.88,-2.86,-4.87,2.38,-5.62,15.56
8.46,-2.08,-2.33,-1.59,15.32,-14.4
3.49,4.44,-6.47,-64.51,-226.38,-96.8
8.17,-0.92,-5.09,7.2,0.31,-15.63
10.01,-0.19,-8.81,9.64,6.47,-21.42
9.28,-1.38,-3.8,19.1,19.78,-5.55
6.05,-0.24,-6.39,-9.77,10.07,27.28
7.3,2.34,-4.25,2.14,-7.69,-3.91
8.33,-1.98,-4.38,0.12,0.79,-1.59
6.87,0.11,-6.35,4.33,-6.41,-4.82
12.05,2.98,-8.74,-16.97,7.39,32.41
9,-2.35,-2.72,-0.06,1.28,-2.5
5.45,0.1,-6.12,0.37,-3.91,3.97
4.66,-1.02,-5.63,3.05,-0.73,-6.1
13.03,-2.06,-10.63,6.96,-10.62,-4.7
6.25,-0.06,-5.24,-2.38,-13.67,-4.58
10.47,-1.91,-8.34,29.42,-1.95,-26.18
6.18,0.59,-4.96,6.59,0.18,-2.2
9.21,-2.15,-1.92,-0.06,1.28,-0.98
8.6,-2.53,-4.01,9.58,-2.87,-2.69
6.84,-1.75,-7.72,-9.22,18.01,26.67
7.42,1.49,-5.2,38.39,5.68,-29.97
9.05,-2.53,2.31,5.13,33.2,3.36
4.9,-2.29,-4.49,-14.34,-12.02,13.55
7.03,-1.32,-6.61,-16.6,1.89,1.65
9.61,5.29,-6.02,106.69,-44.92,-38.02
6.29,-1.44,-5.68,-7.26,1.34,6.9
6.82,-2.02,-8.76,12.88,27.4,-37.29
7.56,-2.59,-6.06,-20.2,3.05,10.62
5.79,-2.76,-7.38,99,-3.6,-47.3
8.01,-2.15,-4.85,-1.1,0.79,0.49
7.04,0.74,-2.39,-20.63,-3.97,31.37
10.9,-2.9,-5.71,-56.09,22.46,7.87
7.02,-2.71,-6.16,0.79,3.23,6.16
6.39,-3.5,-5.47,17.7,-7.63,-24.66
5.24,-0.82,-5.59,75.01,10.13,-98.39
11.16,-3.65,-8.98,21.06,-48.83,-32.65
4.98,-1.17,-6.17,1.95,4.39,18.43
6.49,-1.14,-3.62,-111.39,51.45,43.58
6.04,0.5,-2.94,-15.56,4.33,4.76
11.62,-10.1,-6.94,-1.28,-16.36,-45.04
7.42,-2.28,-4.52,-17.15,7.45,5.98
4.81,-5.82,6.49,16.72,-6.53,9.34
6.94,0.41,-1.73,-40.65,15.26,18.13
4.84,-0.2,-3.32,-29.48,17.21,36.68
8.7,-3.1,-3.01,-0.12,0.55,-1.46
12.2,-0.67,-4.93,-10.01,8.91,6.53
4.84,-3.92,7.76,-7.93,5.43,5.62
6.26,2.31,7.62,-8.61,2.69,-7.63
6.84,-2.78,-6.92,11.17,-4.27,-9.58
8.77,-3.42,-7.57,-34.18,-9.03,-12.21
4.97,-6.95,-4.97,-35.83,7.81,41.32
10.73,-6.13,-6.12,-10.5,-19.59,-7.45
13.25,-1.29,-10.67,2.56,-3.66,6.9
9.08,-1.98,-2.49,5.98,1.59,-17.03
5.86,0.96,-6.9,-5.74,-2.14,-11.9
8.78,-1.72,-5.33,-34.42,-9.34,-2.62
7.35,-2.99,-7.62,-55.79,13.61,38.64
9.96,-1.86,-3.52,45.59,-17.94,-21.79
8.42,-4.08,-2.34,-1.53,-0.73,-2.08
9.03,-3.12,-8.4,71.72,10.07,-63.48
5.05,-6.14,-6.64,-94.06,50.17,63.54
7.36,1.15,-10.1,2.62,-24.72,1.4
10.04,4.14,-5.34,18.31,7.08,-2.87
5.6,-2.13,-2.72,-86.36,16.05,76.6
6.06,-2.58,8.4,5.37,6.23,-5.49
6.23,-7.16,-4.6,-76.72,-31.25,12.39
6.68,2.27,6.8,-0.18,-0.12,-1.28
8.01,1.27,-8.57,-0.92,20.57,-19.53
5.52,0.16,-3.83,-12.21,0.67,5.74
-10.52,-2.94,-8.87,112.85,91.49,-146.97
9.14,-2.82,-1.91,-0.73,-0.12,-0.55
5.89,-5.23,6.08,38.45,-13.06,-25.57
8.16,0,-7.39,223.02,53.96,-120.61
8.57,-0.96,-4.53,23.74,9.58,-9.83
5.79,-2.11,-5.72,16.54,-1.4,-1.22
6.71,-2.51,-8.09,-0.55,10.86,-16.3
4.95,-1.2,-2.48,-27.65,5.92,17.64
6.08,5.98,5.17,-27.65,8.18,22.77
6.56,1.02,-5.92,-71.17,-26.37,47.85
6.57,3.68,7.88,32.71,0.61,38.64
9.13,1.1,-5.82,-1.83,11.41,12.88
4.2,-8.63,5.93,4.21,-0.06,6.41
9.11,1.61,-5.25,-14.53,-4.58,9.77
3.71,-5.07,5.94,-9.7,-0.31,14.28
8.9,5.01,-5.11,-25.7,-10.5,44.25
6.92,1.02,-7.29,67.5,7.08,-58.65
8.52,-2.16,-4.69,22.4,1.28,-10.19
9.29,-2.67,-1.11,-0.85,-0.67,-0.37
7.59,-0.33,-7.38,-4.58,13.61,-0.67
5.75,-4.89,6.53,-0.37,0.73,-0.55
6.86,-0.53,-6.31,-3.78,-5.92,-0.79
7.16,-0.78,-6.01,4.64,-8.12,5.19
6.14,-1.04,-6.27,-3.42,-1.65,0.67
8.32,-2.12,-4.3,0.55,3.17,-0.98
13.53,1.59,-6.42,-22.77,16.78,62.13
6.45,-0.12,7.73,-4.15,0.67,-3.97
8.76,-2.8,-4.96,177.61,2.08,11.9
11,-4.83,-7.13,28.2,-10.25,9.58
4.22,0.43,-6.21,1.1,-4.21,-6.59
5,-1.55,-5.94,-1.1,-2.81,-1.83
9.32,-2.64,-1,-0.37,-0.12,-0.43
7.1,-2.62,-5.37,-46.45,14.53,37.29
7.77,2.85,-7.21,-7.45,16.97,-35.1
7.71,-4.23,-4.33,0.06,-5.92,-1.46
7.89,-3.38,-3.01,20.87,-12.08,-13.79
4.86,0.94,-3.4,7.63,-2.08,-4.09
8.91,1.03,-5.67,43.7,-4.21,-11.47
9.32,-2.06,-2.97,-6.41,11.23,-7.08
9.62,-0.32,-8.07,-14.53,14.4,16.24
6.59,-1.2,-6.27,-78.31,17.15,36.8
5.37,0.16,-5.65,-3.36,-1.46,13
8.4,-3.88,-3.18,-0.31,-1.22,-0.55
16.6,-4.12,-5.29,31.31,0.79,-56.03
6.51,-2.89,-5.66,-4.03,-18.01,7.02
7.78,-0.64,-5.03,-3.78,5.07,18.31
10.44,3.16,-6.85,9.28,1.1,13.18
9.59,-4.02,-1.36,1.28,0.49,1.83
8.7,-0.68,-6.04,-12.57,-9.58,11.72
5.93,1.4,-5.65,-44.07,22.09,48.16
10.24,-0.33,-5.8,-5.49,-6.23,-15.2
8.09,-2.18,1.35,-0.61,68.48,4.46
8.58,0.82,-6.66,11.66,7.45,-18.92
7.41,0.12,-2.82,2.2,13.67,-18.8
5.4,-0.87,-5.82,-7.45,-11.47,11.29
6.41,-1.32,-5.06,9.4,10.5,-8.18
9.29,-1.25,-4.01,-39.49,9.28,1.71
6.32,-1.52,-6.08,28.14,6.71,-25.7
5.64,-3.93,-5.69,-31.37,-41.63,-11.54
5.48,-1.61,-6.35,19.84,0.85,-14.47
5.88,0.11,-6.32,-11.47,7.81,2.14
5.39,-2.82,7.72,22.03,-15.14,-19.41
8.65,-1,-4.53,-33.33,4.46,1.53
5,-4.02,-5.34,36.07,-31.25,-61.46
4.4,-5.55,7.07,-0.06,-0.73,-1.1
9.05,-1.83,-4.49,0,-3.72,-5.92
9.19,-3.13,-7.05,25.94,0.55,-55.54
8.44,-3.66,-2.87,-0.61,-0.43,-0.12
5.96,-2.67,-7.65,-15.08,-24.11,0.85
5.79,-3.22,-8.81,108.52,-29.24,-77.21
10.29,-4.37,-8.18,-63.11,-3.91,67.02
8.84,-1.79,-6.87,-24.84,12.39,35.03
16.63,2.35,-2.07,-81.73,-100.77,-31.68
6,-2.93,-5.17,-1.77,2.69,-12.57
6.84,-0.14,-5.88,10.01,5.74,-21.18
6.5,-0.62,-5.63,8.85,-6.23,-2.44
7.7,-1.04,-9.3,16.91,-0.31,-26.43
7.27,-0.8,-6.01,14.22,5.74,-5.92
8.6,1.77,-5.47,46.33,-47.97,-15.69
10.96,-3.29,-9.38,5.13,24.54,4.39
16.02,-4.12,-7.58,-8.67,5.49,97.6
6.48,-0.06,7.33,-0.12,-0.49,-2.08
10.56,-6.72,-7.89,-24.6,-12.51,-2.5
7.13,-1.71,6.65,0.18,0.49,-0.31
8.36,3,-3.61,-13.43,53.28,-48.4
7.23,-1.59,-6.49,9.58,-3.05,13.06
5.64,-4.49,-8.38,-2.32,7.39,-8.91
6.66,2.35,-6.07,65.25,-18.62,-21.73
5.82,-3.44,-6.09,0.67,6.65,-9.83
6.7,-3.82,-6.29,13.55,-5.19,-7.87
7.33,1.44,-4.91,1.59,0.55,13.67
8.46,-2.33,-3.8,-6.77,-6.84,23.86
7.29,-3.39,-5.2,-40.71,30.58,31.31
7.19,-1.26,-6.41,-1.16,-3.36,-2.08
5.72,2.13,-7.1,3.91,6.29,-16.05
10.78,-4.91,-6.41,-19.59,-132.81,-9.22
5.85,-3.21,7.27,0,-0.37,-1.1
6.72,-1.81,-6.29,47.3,6.47,-25.63
6.06,-4.13,-3.32,-71.9,-3.91,25.02
6.28,-1.92,7.49,16.85,-2.26,0.79
7.81,0.51,-6.62,5.8,7.51,-10.62
11.06,1.13,-8.5,2.99,-8.24,41.63
6.33,0.76,-5.89,15.69,1.46,-18.43
6.39,-1.36,-5.04,6.59,-9.83,-2.75
10.43,-2.61,-3.17,-18.74,-7.45,1.4
6.91,-1.54,-5.29,-12.02,8.61,0
11.85,1.9,0.63,15.2,21.18,12.57
7.12,1.48,-3.61,18.68,6.23,-18.19
3.81,-6.13,7.07,0.98,-0.79,-0.67
5.33,-0.14,-5.55,-15.69,-2.26,13.49
6,0.12,-0.98,-9.95,72.69,-4.46
13.68,-5.44,-9.92,-4.76,-7.39,-34.67
4.39,-0.06,8.33,-2.56,-4.27,-4.64
10.03,1.36,-8.5,24.84,24.05,-42.54
6.61,-0.56,7.37,-0.55,-0.37,-1.95
5.97,-3.14,7.32,-0.37,0.67,-0.98
5.48,1.21,-3.4,6.41,-4.88,0.98
8.04,-1.9,-4,38.82,-7.02,-16.3
5.06,0.11,-6.18,-3.66,2.38,16.72
5.55,-3.15,7.67,0,-0.31,-1.1
6.22,-2.09,-3.5,-18.13,-2.93,7.26
7.27,-0.14,-6.45,-6.96,6.47,16.97
2.35,-3.01,-8.11,36.19,3.05,-39.86
8.75,-1.32,-6.29,-32.29,-8.18,22.95
7.55,2.41,5.93,-1.34,0.98,-0.49
5.88,2.32,-5.45,4.09,5.92,-8.54
8.32,-1.2,-5.61,7.75,-9.34,13.37
7.41,-0.32,-5.63,125.49,-92.04,-5.43
7.36,0.96,-5.02,-11.84,-1.53,22.46
8.95,0.2,-9.12,-91.13,-4.39,66.53
7.56,-4.38,-4.28,-6.84,3.66,12.08
7.69,-1.21,-6.01,-2.69,-12.15,5
4.55,-3.1,8.36,-0.24,0.06,-0.67
8.7,-4.86,-3.32,-16.36,-1.95,1.46
7.04,3.21,4.95,12.33,-4.03,-6.9
9.07,-0.54,-5.61,35.1,7.69,-6.65
9.02,-0.08,-4.85,-15.01,0.24,25.94
9.12,0.47,-8.35,-8.73,21.85,13.06
8.36,-2.95,-6.37,30.58,-2.81,-37.96
9.49,-1.88,-1.37,-2.32,-0.67,-4.33
6.24,-3.58,-5.92,35.95,-6.41,-36.56
6.28,-0.44,-3.17,-41.69,16.3,22.09
6.86,-3.1,-7.14,-71.84,27.34,62.81
7.38,-2.31,4.64,-11.96,-26.55,-3.17
6.37,-8.23,-6.35,-38.7,14.71,36.5
5.67,0.09,-6.23,11.78,-7.26,-6.04
7.04,1.02,-6.14,14.1,5.37,-11.23
3.1,8.93,2.06,-4.09,1.4,4.76
7.66,0.77,-4.23,-47.24,12.57,24.66
5.84,0.37,-6.63,16.36,5,-24.11
9.23,-2.3,-2.91,-27.53,-3.66,5
5.25,0.1,-6.28,8.18,0.43,5.8
10.08,-0.49,1.24,10.68,5.55,-4.82
9.06,-2.74,-1.98,-0.43,-1.53,-0.92
6.59,-4.83,-4.08,-24.54,7.14,-2.69
5.66,-4.41,7.39,1.71,-0.85,-5.19
9.36,0.15,-4.92,-7.02,-22.22,18.19
6.03,-1.06,-6.11,11.6,-5.92,-6.47
6.01,-1.41,-5.64,-15.14,-8.61,9.58
7.01,-0.71,-6.23,30.21,-5.98,-15.56
